DISPUTE_ID,Customer_ID,Transaction_Date,Chargeback_Date,DISPUTE_TYPE,PRODUCT_TYPE,Amount,Merchant_ID,Customer_Documentation,ASSIGNED_STAFF,STATUS,CUSTOMER_STATEMENT,Outcome,Decision_Date,Resolution Time,Fraud_Indicator
DS000610,C000032,2021-10-31 05:30:05.405405408,2021-11-12 05:30:05.405405408,Unauthorized Recurring Charge,Home essentials,80923.05,MC000019,Fraud Report,Staff_215,Pending,"Ace Hardware offers a wide range of products for home essentials with competitive prices. However, I recently received a chargeback for a Home essentials that I purchased from them. The transaction was processed on 2021-10-31 05:30:05.4",resolved in favor of merchant,2022-03-11 05:30:05.405405408,0,False
DS000611,C000080,2021-11-01 07:49:54.594594592,2021-12-23 07:49:54.594594592,Merchant Error,Beauty and Personal Care,44425.32,MC000028,Fraud Report,Staff_392,Pending,"Dear Merchant,",resolved in favor of merchant,2022-04-12 07:49:54.594594592,0,False
DS000612,C000076,2021-11-02 10:09:43.783783784,2021-12-08 10:09:43.783783784,Unauthorized Recurring Charge,Electronics,95815.06,MC000014,No Documentation Provided,Staff_190,Rejected,I was charged for a product that I did not authorize. I contacted the customer service team and they were able to resolve the issue quickly. The staff was professional and helpful. I would recommend this service to anyone looking for a high-quality electronics product.,resolved in favor of merchant,2022-02-19 10:09:43.783783784,0,False
DS000613,C000054,2021-11-03 12:29:32.972972968,2022-01-18 12:29:32.972972968,Incorrect Amount Charged,Footwear,32807.81,MC000066,Bank Statement,Staff_269,Rejected,"I recently purchased a pair of shoes from an online retailer and unfortunately, I received the wrong size. The shoes were too small and uncomfortable to wear, so I decided to file a chargeback request with my bank. I was disappointed that the company didn't have a better return policy, but I was relieved that",resolved in favor of member,2022-04-25 12:29:32.972972968,0,True
DS000614,C000069,2021-11-04 14:49:22.162162160,2021-12-01 14:49:22.162162160,Merchant Error,Art and Craft,16338.42,MC000072,Photos/Videos,Staff_036,Rejected,"I recently purchased a painting from an online store and was disappointed with the quality of the product. The colors were faded, and the canvas was not of good quality. The painting was not what I had expected, and I was very disappointed with the purchase. I had sent photos of the painting to the merchant, but they",resolved in favor of member,2022-05-08 14:49:22.162162160,0,True
DS000615,C000070,2021-11-05 17:09:11.351351352,2021-11-17 17:09:11.351351352,Services Rendered but Unsatisfactory,Electronics,59465.22,MC000099,Identity Verification Documents,Staff_311,Rejected,"I recently purchased a television from an online retailer and was disappointed with the quality of the product. The TV was advertised as having a high resolution display, but when I received it, the picture quality was poor and the colors were washed out. I tried to contact the retailer's customer service to address the",resolved in favor of merchant,2022-01-16 17:09:11.351351352,0,True
DS000616,C000093,2021-11-06 19:29:00.540540536,2022-02-04 19:29:00.540540536,Services Rendered but Unsatisfactory,Health and Hygiene,42427.77,MC000017,No Documentation Provided,Staff_102,Rejected,I recently received a massage chair as a gift from a friend. The chair was not up to my expectations and was not comfortable. I disputed the charge and requested a refund of the amount. The dispute was resolved in favor of the member and I received a full refund. I am very happy with the outcome of this,resolved in favor of member,2022-03-21 19:29:00.540540536,0,False
DS000617,C000054,2021-11-07 21:48:49.729729728,2021-12-22 21:48:49.729729728,Billing Descriptor Issue,Beauty and Personal Care,47922.71,MC000071,Terms and Conditions,Staff_386,Rejected,"I recently placed an order for a beauty product from a well-known retailer. However, when I received the package, I was surprised to see that the product was not as advertised. The description on the website was not accurate, and the product did not match the picture.",resolved in favor of merchant,2022-04-17 21:48:49.729729728,0,False
DS000618,C000077,2021-11-09 00:08:38.918918920,2022-01-02 00:08:38.918918920,Canceled Transaction,Art and Craft,17898.14,MC000090,Bank Statement,Staff_359,Resolved,"As a customer, I am concerned about the recent chargeback that I have received. I did not authorize the charge for the Art and Craft product that was charged to my account. I was not aware of this purchase and I am disputing it. I expect a resolution to this issue as soon as possible.",resolved in favor of merchant,2022-01-30 00:08:38.918918920,28,False
DS000619,C000020,2021-11-10 02:28:28.108108104,2021-11-14 02:28:28.108108104,Merchant Error,Fashion hub,67621.6,MC000049,Bank Statement,Staff_374,Rejected,"I recently made a purchase from a merchant for a fashion apparel. However, the product I received was not as described in the listing and was of poor quality. I understand that this is a merchant error, and I request a refund for the amount. The product I received was not as described in the listing and was",resolved in favor of merchant,2022-05-01 02:28:28.108108104,0,False
DS000620,C000025,2021-11-11 04:48:17.297297296,2022-01-26 04:48:17.297297296,Lack of Disclosure,Automotive Appliances,29664.98,MC000087,Correspondence,Staff_370,Resolved,"I am very disappointed with the purchase of the product. The product was advertised as a high-quality product, but it turned out to be a fake. The product does not work as advertised and I am not satisfied with the purchase. I demand a refund of my money.",resolved in favor of member,2022-02-15 04:48:17.297297296,20,False
DS000621,C000060,2021-11-12 07:08:06.486486488,2022-01-20 07:08:06.486486488,Identity Theft,Baby care,16475.14,MC000088,Photos/Videos,Staff_125,Rejected,"I was recently charged twice for a baby care product that I had ordered from a merchant. I contacted the merchant to try to resolve the issue, but they were unable to assist me in any way. After several conversations with customer service, I was told that the only option I had was to file a chargeback dispute with",resolved in favor of member,2022-05-03 07:08:06.486486488,0,True
DS000622,C000036,2021-11-13 09:27:55.675675672,2022-01-02 09:27:55.675675672,Product Defective,Fashion hub,24795.88,MC000043,Fraud Report,Staff_393,Resolved,"I am disappointed with my recent purchase from Fashion Hub. The product I received was of poor quality and did not meet my expectations. The customer service was also not satisfactory, and I had to wait for a long time to receive a response. I would not recommend this product to anyone.",resolved in favor of merchant,2022-05-31 09:27:55.675675672,149,True
DS000623,C000065,2021-11-14 11:47:44.864864864,2021-12-22 11:47:44.864864864,Incorrect Amount Charged,Furniture,68308.0,MC000025,Bank Statement,Staff_047,New,"I recently purchased a leather sofa from a local furniture store, and I am disappointed to say that it arrived damaged. The sofa was a beautiful piece, but upon arrival, I noticed that the leather was scratched and worn. The store did not offer any assistance, and I have been charged twice for the same order",resolved in favor of merchant,2022-04-06 11:47:44.864864864,0,True
DS000624,C000014,2021-11-15 14:07:34.054054056,2021-12-27 14:07:34.054054056,Service Not Rendered,Pet Supplies,3084.59,MC000090,Identity Verification Documents,Staff_069,Pending,"I recently purchased a pet food bag online from a merchant and was disappointed with the quality of the product. The food was stale and not fit for consumption. When I tried to return it, the merchant refused to take it back. I feel like I was scammed and would like to file a chargeback with my",resolved in favor of merchant,2022-02-26 14:07:34.054054056,0,True
DS000625,C000022,2021-11-16 16:27:23.243243240,2022-01-07 16:27:23.243243240,Services Rendered but Unsatisfactory,Furniture,48171.6,MC000087,Terms and Conditions,Staff_025,Pending,"I am writing this review to express my disappointment with ABC Furniture. I ordered a sofa from their website and paid a significant amount of money for it. However, when I received the sofa, I was very disappointed. The sofa was not as described in the product description and it was not worth the price I paid",resolved in favor of member,2022-04-25 16:27:23.243243240,0,False
DS000626,C000037,2021-11-17 18:47:12.432432432,2022-01-15 18:47:12.432432432,Unauthorized Recurring Charge,Home essentials,15900.02,MC000096,Fraud Report,Staff_332,Resolved,"I ordered a set of kitchen utensils from an online store, but to my dismay, they charged my account without my consent. I have received no explanation or apology from the company, and they have refused to refund my money. I am very disappointed with their service and will not be shopping with them again",resolved in favor of member,2022-04-14 18:47:12.432432432,89,False
DS000627,C000074,2021-11-18 21:07:01.621621624,2022-02-12 21:07:01.621621624,Incorrect Amount Charged,Beauty and Personal Care,13391.98,MC000019,Bank Statement,Staff_350,Pending,"I recently purchased a beauty and personal care product from a merchant on my credit card. The merchant charged me an incorrect amount for the product, and I have submitted a chargeback dispute to the merchant's bank. The bank has assigned a staff member to handle my dispute, and I am hoping that they will be able",resolved in favor of member,2022-02-24 21:07:01.621621624,0,True
DS000628,C000053,2021-11-19 23:26:50.810810808,2022-02-11 23:26:50.810810808,Lack of Disclosure,Health and Hygiene,95058.38,MC000019,Receipt,Staff_167,Rejected,"Hello, I purchased a product from your store on 2021-11-19 23:26:50.810810808 and made the payment via Visa. The product was worth $950.58. However, I have",resolved in favor of merchant,2022-07-11 23:26:50.810810808,0,True
DS000629,C000007,2021-11-21 01:46:40.000000000,2021-12-14 01:46:40.000000000,Services Rendered but Unsatisfactory,Groceries,47988.19,MC000091,Terms and Conditions,Staff_100,Rejected,"I recently purchased a product from a merchant, and the product I received was not what I had ordered. The product was not as fresh as I had expected, and it had an off smell. The chicken I ordered was also undercooked, which made it difficult to eat. I am not sure if this was a",resolved in favor of member,2022-02-10 01:46:40.000000000,0,True
